source_unique_id,source_id,source_name,source_description,source_url,source_category,source_language,source_country,source_logo,source_feedsort,source_rating,source_visits,source_liveuser,source_likeid,source_unlikeid,source_commentid,source_shareid
71,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Cricket,3,3,6,,,,,,,,,
72,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Cricket/International,3,3,6,,,,,,,,,
73,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Cricket/International/ODI,3,3,6,,,,,,,,,
74,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Cricket/International/News,3,3,6,,,,,,,,,
75,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Cricket/Domestic/Test-Cricket,3,3,6,,,,,,,,,
76,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Cricket/Domestic,3,3,6,,,,,,,,,
77,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Football,3,3,6,,,,,,,,,
78,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Football/International,3,3,6,,,,,,,,,
79,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Football/International/Series,3,3,6,,,,,,,,,
80,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Football/International/News,3,3,6,,,,,,,,,
81,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Football/Domestic,3,3,6,,,,,,,,,
82,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Tennis,3,3,6,,,,,,,,,
83,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Tennis/International,3,3,6,,,,,,,,,
84,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Tennis/International/Series,3,3,6,,,,,,,,,
85,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Tennis/International/News,3,3,6,,,,,,,,,
86,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Tennis/Domestic,3,3,6,,,,,,,,,
87,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Tennis/Domestic/News,3,3,6,,,,,,,,,
88,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Hockey,3,3,6,,,,,,,,,
89,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Hockey/International,3,3,6,,,,,,,,,
90,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Hockey/International/News,3,3,6,,,,,,,,,
91,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Hockey/Domestic,3,3,6,,,,,,,,,
92,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Badminton/International,3,3,6,,,,,,,,,
93,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Badminton/International/International-Badminton,3,3,6,,,,,,,,,
94,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Badminton/Domestic,3,3,6,,,,,,,,,
95,Dinamalar,Dinamalar,,http://sports.dinamalar.com/rss/Other-Sports/Others,3,3,6,,,,,,,,,
96,Dinamalar,Dinamalar,,http://cinema.dinamalar.com/rss.php,6,3,6,,,,,,,,,
97,Dinamalar,Dinamalar,,http://rss.dinamalar.com/?cat=INL1,,3,6,,,,,,,,,
98,Dinamalar,Dinamalar,,http://rss.dinamalar.com/?cat=business1,4,3,6,,,,,,,,,
99,Dinamalar,Dinamalar,,http://rss.dinamalar.com/Delhinews.asp,1,3,6,,,,,,,,,
100,Dinamalar,Dinamalar,,http://rss.dinamalar.com/?cat=kut1,1,3,6,,,,,,,,,
101,Dinamalar,Dinamalar,,http://rss.dinamalar.com/?cat=sam1,1,3,6,,,,,,,,,
102,Dinamalar,Dinamalar,,http://rss.dinamalar.com/tamilnadunews.asp,1,3,6,,,,,,,,,
103,Dinamalar,Dinamalar,,http://rss.dinamalar.com/?cat=pot1,1,3,6,,,,,,,,,
104,Dinamalar,Dinamalar,,http://rss.dinamalar.com/?cat=ara1,1,3,6,,,,,,,,,
105,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssKollywood.aspx,6,3,6,,,,,,,,,
106,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssBollywood.aspx,6,3,6,,,,,,,,,
107,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/Rsshollywood.aspx,6,3,6,,,,,,,,,
108,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssGossip.aspx,6,3,6,,,,,,,,,
109,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssKKodangi.aspx,6,3,6,,,,,,,,,
110,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssReview.aspx,6,3,6,,,,,,,,,
111,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssSSaroja.aspx,6,3,6,,,,,,,,,
112,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssInterview.aspx,6,3,6,,,,,,,,,
113,Dinakaran,Dinakaran,,http://cinema.dinakaran.com/Rss/RssTelevision.aspx,6,3,6,,,,,,,,,
114,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_Latest.asp,1,3,6,,,,,,,,,
115,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=8,1,3,6,,,,,,,,,
116,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=13,1,3,6,,,,,,,,,
117,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=45,1,3,6,,,,,,,,,
118,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_aanmeegam.asp,1,3,6,,,,,,,,,
119,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=1&cat=504,1,3,6,,,,,,,,,
120,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=3&cat=504,1,3,6,,,,,,,,,
121,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=9&cat=504,1,3,6,,,,,,,,,
122,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=4&cat=504,1,3,6,,,,,,,,,
123,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=29&cat=504,1,3,6,,,,,,,,,
124,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=26&cat=504,1,3,6,,,,,,,,,
125,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=27&cat=504,1,3,6,,,,,,,,,
126,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=31&cat=504,1,3,6,,,,,,,,,
127,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=32&cat=504,1,3,6,,,,,,,,,
128,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=16&cat=504,1,3,6,,,,,,,,,
129,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=28&cat=504,1,3,6,,,,,,,,,
130,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=15&cat=504,1,3,6,,,,,,,,,
131,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=8&cat=504,1,3,6,,,,,,,,,
132,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=12&cat=504,1,3,6,,,,,,,,,
133,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=19&cat=504,1,3,6,,,,,,,,,
134,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=41&cat=504,1,3,6,,,,,,,,,
135,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=22&cat=504,1,3,6,,,,,,,,,
136,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=10&cat=504,1,3,6,,,,,,,,,
137,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=11&cat=504,1,3,6,,,,,,,,,
138,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=13&cat=504,1,3,6,,,,,,,,,
139,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=23&cat=504,1,3,6,,,,,,,,,
140,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=17&cat=504,1,3,6,,,,,,,,,
141,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=21&cat=504,1,3,6,,,,,,,,,
142,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=18&cat=504,1,3,6,,,,,,,,,
143,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=20&cat=504,1,3,6,,,,,,,,,
144,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=30&cat=504,1,3,6,,,,,,,,,
145,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=25&cat=504,1,3,6,,,,,,,,,
146,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=24,1,3,6,,,,,,,,,
147,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=5&cat=504,1,3,6,,,,,,,,,
148,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=6&cat=504,1,3,6,,,,,,,,,
149,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=7,1,3,6,,,,,,,,,
150,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_districts.asp?id=2&cat=504,1,3,6,,,,,,,,,
151,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=11,1,3,6,,,,,,,,,
152,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=9,1,3,6,,,,,,,,,
153,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=12,1,3,6,,,,,,,,,
154,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=15,1,3,6,,,,,,,,,
155,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=17,1,3,6,,,,,,,,,
156,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=10,1,3,6,,,,,,,,,
157,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=26,1,3,6,,,,,,,,,
158,Dinakaran,Dinakaran,,http://www.dinakaran.com/rss_news.asp?id=16,1,3,6,,,,,,,,,
159,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeedstopstories.cms,1,1,6,,,,,,,,,
160,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/1221656.cms,1,1,6,,,,,,,,,
161,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/-2128936835.cms,1,1,6,,,,,,,,,
162,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/296589292.cms,1,1,6,,,,,,,,,
163,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/7098551.cms,1,1,6,,,,,,,,,
164,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/1898055.cms,1,1,6,,,,,,,,,
165,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/4719161.cms,1,1,6,,,,,,,,,
166,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/4719148.cms,1,1,6,,,,,,,,,
167,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/-2128672765.cms,1,1,6,,,,,,,,,
168,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/2647163.cms,1,1,6,,,,,,,,,
169,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/5880659.cms,1,1,6,,,,,,,,,
170,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/913168846.cms,1,1,6,,,,,,,,,
171,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/1945062111.cms,1,1,6,,,,,,,,,
172,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeeds/1081479906.cms,1,1,6,,,,,,,,,
173,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeedsvideo/3812907.cms,1,1,6,,,,,,,,,
174,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeedsvideo/3812908.cms,1,1,6,,,,,,,,,
175,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeedsvideo/3813445.cms,1,1,6,,,,,,,,,
176,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeedsvideo/3813456.cms,1,1,6,,,,,,,,,
177,Times Of India,Times Of India,,https://timesofindia.indiatimes.com/rssfeedsvideo/3813458.cms,1,1,6,,,,,,,,,
178,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/30359486.cms,1,1,6,,,,,,,,,
179,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/7098551.cms,1,1,6,,,,,,,,,
180,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/30359534.cms,1,1,6,,,,,,,,,
181,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3907412.cms,1,1,6,,,,,,,,,
182,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/2177298.cms,1,1,6,,,,,,,,,
183,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/1898274.cms,1,1,6,,,,,,,,,
184,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/1898184.cms,1,1,6,,,,,,,,,
185,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/1898272.cms,1,1,6,,,,,,,,,
186,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/671314.cms,1,1,6,,,,,,,,,
187,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128838597.cms,1,1,6,,,,,,,,,
188,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128839596.cms,1,1,6,,,,,,,,,
189,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128833038.cms,1,1,6,,,,,,,,,
190,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128816011.cms,,1,6,,,,,,,,,
191,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/2950623.cms,1,1,6,,,,,,,,,
192,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128821153.cms,1,1,6,,,,,,,,,
193,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3947060.cms,1,1,6,,,,,,,,,
194,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/4118235.cms,1,1,6,,,,,,,,,
195,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/7503091.cms,1,1,6,,,,,,,,,
196,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/6547154.cms,1,1,6,,,,,,,,,
197,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/4118215.cms,1,1,6,,,,,,,,,
198,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3942695.cms,1,1,6,,,,,,,,,
199,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3947067.cms,1,1,6,,,,,,,,,
200,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128830821.cms,1,1,6,,,,,,,,,
201,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3947051.cms,1,1,6,,,,,,,,,
202,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3942690.cms,1,1,6,,,,,,,,,
203,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3942693.cms,1,1,6,,,,,,,,,
204,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/8021716.cms,1,1,6,,,,,,,,,
205,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128821991.cms,1,1,6,,,,,,,,,
206,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3012535.cms,1,1,6,,,,,,,,,
207,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128816762.cms,1,1,6,,,,,,,,,
208,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128819658.cms,1,1,6,,,,,,,,,
209,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/-2128817995.cms,1,1,6,,,,,,,,,
210,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3012544.cms,1,1,6,,,,,,,,,
211,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/442002.cms,1,1,6,,,,,,,,,
212,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3942663.cms,1,1,6,,,,,,,,,
213,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/4118245.cms,1,1,6,,,,,,,,,
214,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3942660.cms,1,1,6,,,,,,,,,
215,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3942666.cms,1,1,6,,,,,,,,,
216,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3947071.cms,1,1,6,,,,,,,,,
217,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/3831863.cms,1,1,6,,,,,,,,,
218,Times Of India,Times Of India,,http://timesofindia.indiatimes.com/rssfeeds/878156304.cms,1,1,6,,,,,,,,,
219,India Today,India Today,,http://indiatoday.intoday.in/rss/homepage-topstories.jsp,1,1,6,,,,,,,,,
220,India Today,India Today,,http://indiatoday.intoday.in/rss/article.jsp?sid=36,1,1,6,,,,,,,,,
221,India Today,India Today,,http://indiatoday.intoday.in/rss/article.jsp?sid=150,1,1,6,,,,,,,,,
222,India Today,India Today,,http://indiatoday.intoday.in/rss/article.jsp?sid=21,1,1,6,,,,,,,,,
223,India Today,India Today,,http://indiatoday.intoday.in/rss/article.jsp?sid=34,1,1,6,,,,,,,,,
224,India Today,India Today,,http://indiatoday.intoday.in/rss/article.jsp?sid=25,1,1,6,,,,,,,,,
225,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/topnews/rssfeed.xml,1,1,6,,,,,,,,,
226,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/india/rssfeed.xml,1,1,6,,,,,,,,,
227,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/world/rssfeed.xml,1,1,6,,,,,,,,,
228,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/sports/rssfeed.xml,3,1,6,,,,,,,,,
229,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cricket/rssfeed.xml,3,1,6,,,,,,,,,
230,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/football/rssfeed.xml,3,1,6,,,,,,,,,
231,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/entertainment/rssfeed.xml,6,1,6,,,,,,,,,
232,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/movie-reviews/rssfeed.xml,6,1,6,,,,,,,,,
233,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/bollywood/rssfeed.xml,6,1,6,,,,,,,,,
234,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/hollywood/rssfeed.xml,6,1,6,,,,,,,,,
235,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/regional-movies/rssfeed.xml,6,1,6,,,,,,,,,
236,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/world-cinema/rssfeed.xml,6,1,6,,,,,,,,,
237,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/tv/rssfeed.xml,6,1,6,,,,,,,,,
238,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/music/rssfeed.xml,6,1,6,,,,,,,,,
239,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/tech/rssfeed.xml,2,1,6,,,,,,,,,
240,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/tech-features/rssfeed.xml,2,1,6,,,,,,,,,
241,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/tech-gadgets/rssfeed.xml,2,1,6,,,,,,,,,
242,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/tech-news/rssfeed.xml,2,1,6,,,,,,,,,
243,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/education/rssfeed.xml,1,1,6,,,,,,,,,
244,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/business/rssfeed.xml,4,1,6,,,,,,,,,
245,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/punjab/rssfeed.xml,1,1,6,,,,,,,,,
246,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/delhi/rssfeed.xml,1,1,6,,,,,,,,,
247,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/gurgaon/rssfeed.xml,1,1,6,,,,,,,,,
248,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/noida/rssfeed.xml,1,1,6,,,,,,,,,
249,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/mumbai/rssfeed.xml,1,1,6,,,,,,,,,
250,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/bhopal/rssfeed.xml,1,1,6,,,,,,,,,
251,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/chandigarh/rssfeed.xml,1,1,6,,,,,,,,,
252,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/dehradun/rssfeed.xml,1,1,6,,,,,,,,,
253,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/bhopal/rssfeed.xml,1,1,6,,,,,,,,,
254,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/mumbai/rssfeed.xml,1,1,6,,,,,,,,,
255,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/chandigarh/rssfeed.xml,1,1,6,,,,,,,,,
256,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/dehradun/rssfeed.xml,1,1,6,,,,,,,,,
257,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/indore/rssfeed.xml,1,1,6,,,,,,,,,
258,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/jaipur/rssfeed.xml,1,1,6,,,,,,,,,
259,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/kolkata/rssfeed.xml,1,1,6,,,,,,,,,
260,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/lucknow/rssfeed.xml,1,1,6,,,,,,,,,
261,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/patna/rssfeed.xml,1,1,6,,,,,,,,,
262,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/cities/ranchi/rssfeed.xml,1,1,6,,,,,,,,,
263,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/tennis/rssfeed.xml,3,1,6,,,,,,,,,
264,Hindustan Times,Hindustan Times,,http://www.hindustantimes.com/rss/othersports/rssfeed.xml,3,1,6,,,,,,,,,
265,Espn cricinfo,Espn cricinfo,,http://www.espncricinfo.com/rss/content/story/feeds/0.xml,3,1,2,,,,,,,,,
266,Espn cricinfo,Espn cricinfo,,http://static.cricinfo.com/rss/livescores.xml,3,1,2,,,,,,,,,
267,ESPN,ESPN,,http://www.espn.com/espn/rss/news,3,1,2,,,,,,,,,
268,ESPN,ESPN,,http://www.espn.com/espn/rss/nfl/news,3,1,2,,,,,,,,,
269,ESPN,ESPN,,http://www.espn.com/espn/rss/nba/news,3,1,2,,,,,,,,,
270,ESPN,ESPN,,http://www.espn.com/espn/rss/nhl/news,3,1,2,,,,,,,,,
